"Id","ExtraProperties","ConcurrencyStamp","CreationTime","CreatorId","LastModificationTime","LastModifierId","IsDeleted","DeleterId","DeletionTime","Code","Name","ShortName","Status","IsPublic","IsPA","IsStockItem","Weight","Volume","InventoryIssueRule","ProductTaxCategoryId","BaseUnitId","VolumeUOMId","WeightUOMId","ProductOrderName","HierachyL01Id","HierarchyL01Code","HierachyL02Id","HierarchyL02Code","HierachyL03Id","HierarchyL03Code","HierachyL04Id","HierarchyL04Code","HierachyL05Id","HierarchyL05Code","IsPromotion","SalesUnit","CompanyCode","CategoryL01","CategoryL02","CategoryL03","CategoryL04","CategoryL05","SecondarySellingUOMCode","StockBasePrice","ListPrice","Attribute01","Attribute02","Attribute03","ChangeId","ProductName3","TaxCode","BaseUOMCode","BOM","ProductGroupingId"
"00b98149-acc5-43f2-8c40-2ec13255dbad","{}","93f2656320c74e90a98809512e5163cf","2025-11-27 13:57:21.885929",NULL,"2026-02-04 10:39:05.010654",NULL,False,NULL,NULL,"1500000078","Thùng test New Product_Grape","Thùng test New Product_Grape","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9b5b-e2ba-6ab9-66b59234571a",NULL,NULL,"Thùng test New Product_Grape",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",True,"CAS","","","","","","","CAS","0","0","","","Z007","U","Thùng test New Product_Grape","1","CAS",False,NULL
"00bfdecc-24ab-4f47-8070-10516e83ab9b","{}","e7ec3d3824de4000a84b6e85d4a67a2c","2025-11-27 11:31:20.865077",NULL,"2026-02-04 09:46:55.686011",NULL,False,NULL,NULL,"142003084","Cylinder for Roll MSG 454g-LC (06.2020)","","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục cho cuộn roll bột ngọt 454g-LC",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục cho cuộn roll bột ngọt 454g-LC","1","PCS",False,NULL
"00ced565-7465-4d1a-b3fe-8f43e5571127","{}","707a26d169144fc89c4d8a10bd6af9a4","2025-11-27 11:23:35.758382",NULL,"2026-02-04 09:44:10.424792",NULL,False,NULL,NULL,"142002975","Bag AQ Wet Crispy 150g (05.20)","","I",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Túi AQ Bột Chiên giòn 150g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Túi AQ Bột Chiên giòn 150g","1","PCS",False,NULL
"00d58cf1-dbc7-489f-9313-2c8b1043b555","{}","7c618dfbafda424593ab997b4c26d46c","2025-11-27 11:19:19.32306",NULL,"2026-02-04 09:42:39.327119",NULL,False,NULL,NULL,"142002915","Vách ngăn thùng Măm Măm 2g","Partition for carton Mam Mam 2g","I",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9eb3-1639-6c06-2045b5896294",NULL,NULL,"Vách ngăn thùng Măm Măm 2g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Vách ngăn thùng Măm Măm 2g","1","SET",False,NULL
"00d96b21-f308-444d-bd03-cc2cd6ebfb0c","{}","76b9cf161a9f4d8d9472830c4ad9221d","2025-11-27 11:14:43.659954",NULL,"2026-02-04 09:41:01.677949",NULL,False,NULL,NULL,"142002850","Pouch AN Chicken 900g (11.19)","POUCH AN CHICKEN 900G (11.19)","I",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Túi AN Gà 900g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Túi AN Gà 900g","1","PCS",False,NULL
"00e25a51-dfe4-4cca-a0be-b1ebca058dc4","{}","8ce6cbabc32645f8980787a8c45be114","2025-11-07 09:37:39.003456",NULL,"2025-11-27 10:08:11.965357",NULL,False,NULL,NULL,"140002737","SS-4.9L-PHU SI-(05.22)","Phú Sĩ 4.9l9","A",True,False,True,"4.9000000000000004","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9cd6-bf5c-3990-9af106c34ed1",NULL,NULL,"Nước tương Phú Sĩ 4.9L9","3a1c5840-e54e-198b-c770-91bdf070197d","06","3a1c5878-0ec7-5304-beaf-2ffb6890a2c4","0601","3a1c5878-b9f8-e1bb-601f-b17c137855f1","100","3a1c5879-f6f6-56b2-ebf6-17a75b79504d","060109","3a1c5840-ad52-82b9-65cd-d11eadfefd30","052",False,"BOT, CAS","","","","","","","CAS","0","0","","4.9000000000000004E+00","Z002","U","Nước tương Phú Sĩ 4.9L9","1","LIT",False,NULL
"00eb972e-6b04-44a8-add5-a9ed00fa3a70","{}","f59db8b31a6a4fc4a6b89f7b1d50cbee","2025-11-27 12:17:00.286087",NULL,"2026-02-04 10:02:47.398092",NULL,False,NULL,NULL,"142003726","Thùng Aji-mayo 1kg Hộp R3 (10.22)","Thùng Aji-mayo 1kg Hộp R3 (10.22)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Thùng Aji-mayo 1kg Hộp R3 (10.22)",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Thùng Aji-mayo 1kg Hộp R3 (10.22)","1","PCS",False,NULL
"00f51eff-3f85-4b54-bdd4-74cea16b30ab","{}","3ac5c4a2ac2d440c921f635d460bb693","2025-11-27 10:54:41.536545",NULL,"2026-02-04 09:33:48.572716",NULL,False,NULL,NULL,"142002465","Pouch Aji plus export 1kg - (06.18)","POUCH AJI PLUS EXPORT 1KG - (06.18)","I",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","","1","PCS",False,NULL
"00fa80ad-b5ca-4c28-9053-6a4ff1594d91","{}","a87e37aef1724862a6449d7ccabe252d","2025-11-27 11:47:59.680584",NULL,"2026-02-04 09:52:43.635417",NULL,False,NULL,NULL,"142003321","Cylinder-AN Pork 400g-CP (03.21)","","I",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục in-Túi AN Heo 400g-CP (03.21)",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục in-Túi AN Heo 400g-CP (03.21)","1","PCS",False,NULL
"0113fe6c-805f-41f7-8d97-00ac70dfc277","{}","a931a08cb7c04ce4ba4be6afc1931a83","2025-11-27 11:28:05.140598",NULL,"2026-02-04 09:45:45.624263",NULL,False,NULL,NULL,"142003038","Bag AJI-NO-MOTO PLUS Local 1Kg (10.20)","","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Túi AP Trong nước 1kg",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Túi AP Trong nước 1kg","1","PCS",False,NULL
"013de2db-9ae8-46e2-8c3e-b64ad2fdee06","{}","1b01570a842a49d88c6084dc146cbabe","2025-11-27 11:24:43.864624",NULL,"2026-02-04 09:44:34.480279",NULL,False,NULL,NULL,"142002991","Carton AQ Thai hotpot 50g (05.20)","","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Thùng AQ Lẩu Thái 50g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Thùng AQ Lẩu Thái 50g","1","PCS",False,NULL
"015d88eb-8370-4472-8093-e50ac26370b7","{}","424319d647164693b51d3e146984c490","2025-11-27 11:11:24.864289",NULL,"2026-02-04 09:39:50.193228",NULL,False,NULL,NULL,"142002800","Cylinder-Pouch AQ<Pork with egg>32g","CYLINDER-POUCH AQ<PORK WITH EGG>32G","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9e54-e482-dd90-eaa9b2aaded2",NULL,NULL,"Trục in-Túi AQ<Thịt Kho Tàu>32g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục in-Túi AQ<Thịt Kho Tàu>32g","1","ROL",False,NULL
"018a9128-831f-4444-bbd6-4ec4b2f2091e","{}","4fa808fba5fd4cbd8ff478a9ff0a5c6b","2025-11-27 10:50:15.396367",NULL,"2026-02-04 09:32:13.612961",NULL,False,NULL,NULL,"142002242","Partition Aji-Mayo 430 G ( 1 dài + 2 ngắn) - (09.17)","PARTITION AJI-MAYO 430 G ( 1 DÀI + 2 NGẮN) - (09.17)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9eb3-1639-6c06-2045b5896294",NULL,NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","","1","SET",False,NULL
"018cb0d2-ffb5-4fcd-85a1-4097fae04372","{}","5799a721b3c44e6796088513afe61786","2026-02-04 10:41:26.752597",NULL,"2026-02-10 09:09:20.778589","3ffa43d8-c255-4005-b12e-f9d73e20cdb0",False,NULL,NULL,"1500000173","Vân_ANP 400 g_QI","Vân_ANP 400 g_QI","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9b5b-e2ba-6ab9-66b59234571a",NULL,NULL,"Vân_ANP 400 g_QI",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",True,"CAS","AVN","","","",NULL,NULL,"CAS","0","0","","","Z007","I","Vân_ANP 400 g_QI","1","CAS",False,NULL
"01982370-5bef-4513-a051-0351e89958d0","{}","15e1a8cf50994e609479c60dd7b707c2","2025-11-27 13:02:04.515831",NULL,"2026-02-04 10:17:59.850285",NULL,False,NULL,NULL,"144001156","Tui qua Tet Cong Doan 2020","Tui qua Tet Cong Doan 2020","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Túi quà Tết Công Đoàn 2020",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",True,"PCS","","","","","","","PCS","0","0","","","Z007","U","Túi quà Tết Công Đoàn 2020","1","PCS",False,NULL
"01a558d0-b9f0-4c01-9ad4-2eb79c116590","{}","a8735df9392e4d10ad9434aeac7ba28d","2025-11-27 11:15:08.917039",NULL,"2026-02-04 09:41:10.524581",NULL,False,NULL,NULL,"142002856","Cylinder Pouch AN Mushroom 200g (12.19)","CYLINDER POUCH AN MUSHROOM 200G (12.19)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục-Túi AN Chay 200g",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục-Túi AN Chay 200g","1","PCS",False,NULL
"01d2ba1f-5843-4fa3-96cd-44bed2dd109b","{}","9ca5f04fee9641638dfd4739fbf1e059","2026-02-04 10:42:31.964919",NULL,"2026-02-10 09:09:20.829016","3ffa43d8-c255-4005-b12e-f9d73e20cdb0",False,NULL,NULL,"1500000216","Thùng test Blendy2in1_LC","Thùng test Blendy2in1_LC","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9b5b-e2ba-6ab9-66b59234571a",NULL,NULL,"Thùng test Blendy2in1_LC",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",True,"CAS","AVN","","","",NULL,NULL,"CAS","0","0","","","Z007","I","Thùng test Blendy2in1_LC","1","CAS",False,NULL
"0207bc93-3f09-4aae-b25e-e0a46a432a54","{}","763b57891f9a42e39cb9ce6e5a09e974","2025-11-27 10:36:21.775383",NULL,"2026-02-04 09:27:12.105207",NULL,False,NULL,NULL,"142001740","Bag AP-5kg (07-2015)","BAG AP-5KG (07-2015)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","","1","PCS",False,NULL
"027b69fc-7b78-48c9-bbf2-91b67ce25934","{}","f611a531f5b84b39a7a846be36b1cb21","2025-11-27 11:51:53.963811",NULL,"2026-02-04 09:54:05.889034",NULL,False,NULL,NULL,"142003375","Mực in  JP 1411K","Mực in  JP 1411K","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9adc-8efc-229f-a7744764a833",NULL,NULL,"Mực in  JP 1411K",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Mực in  JP 1411K","1","BOT",False,NULL
"0293b3a4-245d-4d5f-847f-ff29f9e85939","{}","c4ec1457e8824edeae90b637243eaea6","2025-11-27 11:56:59.097933",NULL,"2026-02-04 09:55:52.129576",NULL,False,NULL,NULL,"142003454","Cylinder-AN Pork 170g (06.22)","","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục in-Túi AN Heo 170g (06.22)",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục in-Túi AN Heo 170g (06.22)","1","PCS",False,NULL
"0293c187-f5e0-4615-af0d-a9d5931609c1","{}","0aff9472f16e41d9a07d95e99365009b","2025-11-27 11:14:09.502078",NULL,"2026-02-04 09:40:49.754039",NULL,False,NULL,NULL,"142002841","Cylinder for Film Aji - Mayo 130g - Sweet - (07.19)","CYLINDER FOR FILM AJI - MAYO 130G - SWEET - (07.19)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục cho màng Aji-Mayo 130g-Sweet-(07.19)",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục cho màng Aji-Mayo 130g-Sweet-(07.19)","1","PCS",False,NULL
"02add789-de6e-46e3-a7ea-5d71ac6692e8","{}","3ee1acd8ec244024a372710e67457f8e","2025-11-06 15:23:46.331474",NULL,"2025-11-27 10:14:18.401711",NULL,False,NULL,NULL,"140002833","AP-1KG-(04.23)","Aji Plus 1kg4","A",True,False,True,"1.0000000000000000","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9c57-5a7b-3fbd-e79566009a34",NULL,NULL,"HHTV Bột ngọt Aji Plus 1kg4","3a1c5840-e4ac-b592-b2d9-6cc81d490631","01","3a1c5840-e68f-1428-d5e6-3480a223fd69","0102","3a1c81ae-76d9-3066-3aa9-c6c51378db62","100","3a1c81ae-e1ea-55c1-5d72-5050e646ce85","010201","3a1c5840-a9f4-458b-d368-2c9dc810440f","025",False,"BAG, CAS","","","","","","","CAS","0","0","","1.0000000000000000E+00","Z002","U","HHTV Bột ngọt Aji Plus 1kg4","1","KG",False,NULL
"02c602ba-4483-4b58-9ed8-5289fe344ebe","{}","9b03da6fd30342b0b16acfba133c02ff","2025-11-27 11:52:15.678008",NULL,"2026-02-04 09:54:13.552334",NULL,False,NULL,NULL,"142003380","Cylinder for Roll MSG 400g-RC TET (06.2021)","","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Trục cho cuộn roll bột ngọt 400g-RC TET",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Trục cho cuộn roll bột ngọt 400g-RC TET","1","PCS",False,NULL
"02c67a60-70ec-441e-ab58-222ebafcf192","{}","5b5c5e9cb1274de3ba650c2eaa87a100","2025-11-27 12:56:15.823113",NULL,"2026-02-04 10:16:01.279397",NULL,False,NULL,NULL,"144001004","Bộ dụng cụ nhà bếp đa năng","DỤNG CỤ NHÀ BẾP 8 TRONG 1","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9eb3-1639-6c06-2045b5896294",NULL,NULL,"DỤNG CỤ NHÀ BẾP 8 TRONG 1",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",True,"SET","","","","","","","SET","0","0","","","Z007","U","DỤNG CỤ NHÀ BẾP 8 TRONG 1","1","SET",False,NULL
"02d46019-9cc4-4812-a3e0-56502c828756","{}","e399207a1ff74356a18ef4e2fab761d8","2025-11-27 11:36:38.021745",NULL,"2026-02-04 09:48:46.969355",NULL,False,NULL,NULL,"142003162","Nhãn Aji - Mayo 3 Kg PS -(07.20)","Nhãn Aji - Mayo 3 Kg PS -(07.20)","A",True,False,True,"0","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9dd4-2a7d-4c89-fdeae63288f6",NULL,NULL,"Nhãn Aji - Mayo 3 Kg PS -(07.20)",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,NULL,"","","","","","","","0","0","","","Z006","U","Nhãn Aji - Mayo 3 Kg PS -(07.20)","1","PCS",False,NULL
"02d61925-3246-4fbd-bede-6ef2524af474","{}","7c6142f846fb45d5b37ff105d365084d","2025-11-06 15:26:07.647981",NULL,"2025-12-04 11:26:40.513501","3ffa43d8-c255-4005-b12e-f9d73e20cdb0",False,NULL,NULL,"140002874","BỘ SẢN PHẨM AN200gN VÀ SSP240ml-CB2","BỘ SẢN PHẨM AN200gN VÀ SSP240ml-CB2","A",True,True,True,"0.64000000000000001","0","FEFO","3a1c5d36-d60f-ad2f-af06-bfb0752ceb82","3a1c5840-9c18-c4c2-46b7-d3fe01242980",NULL,NULL,"BỘ SẢN PHẨM AN200gN VÀ SSP240ml-CB2",NULL,"",NULL,"",NULL,"",NULL,"",NULL,"",False,"INN, CAS","","","","","","","CAS","0","0","","6.4000000000000001E-01","Z013","U","BỘ SẢN PHẨM AN200gN VÀ SSP240ml-CB2","1","INN",True,NULL
